algo,mse,alpha,dataset
albopt_pow2_max_c,1.1507,0.3,people
random_sim,1.9306,0.3,people
greedy_sim,1.3904,0.3,people
albopt,0.786,0.3,people
albopt_pow2,1.0054,0.3,people
albopt_pow2_max_c,0.966,0.3,people
random_sim,2.6471,0.3,people
greedy_sim,1.1738,0.3,people
albopt,1.0065,0.3,people
albopt_pow2,1.0515,0.3,people
albopt_pow2_max_c,1.0892,0.3,people
random_sim,2.0104,0.3,people
greedy_sim,1.05,0.3,people
albopt,1.2297,0.3,people
albopt_pow2,0.9145,0.3,people
albopt_pow2_max_c,0.9283,0.3,people
random_sim,3.5946,0.3,people
greedy_sim,1.0779,0.3,people
albopt,0.7374,0.3,people
albopt_pow2,1.2327,0.3,people
albopt_pow2_max_c,1.1032,0.3,people
random_sim,1.3757,0.3,people
greedy_sim,1.1186,0.3,people
albopt,1.929,0.3,people
albopt_pow2,2.5017,0.3,people
albopt_pow2_max_c,1.6104,0.3,people
random_sim,5.8793,0.3,people
greedy_sim,3.1384,0.3,people
albopt,0.5564,0.3,people
albopt_pow2,0.5026,0.3,people
albopt_pow2_max_c,0.5503,0.3,people
random_sim,0.8342,0.3,people
greedy_sim,0.6914,0.3,people
albopt,0.9355,0.3,people
albopt_pow2,1.0953,0.3,people
albopt_pow2_max_c,0.7908,0.3,people
random_sim,1.9035,0.3,people
greedy_sim,1.5798,0.3,people
albopt,0.8025,0.3,people
albopt_pow2,0.7388,0.3,people
albopt_pow2_max_c,0.8236,0.3,people
random_sim,3.7868,0.3,people
greedy_sim,0.6646,0.3,people
albopt,1.2651,0.3,people
albopt_pow2,1.2112,0.3,people
albopt_pow2_max_c,1.3434,0.3,people
random_sim,2.2836,0.3,people
greedy_sim,1.0998,0.3,people
albopt,0.8963,0.3,people
albopt_pow2,0.5406,0.3,people
albopt_pow2_max_c,0.4987,0.3,people
random_sim,1.0512,0.3,people
greedy_sim,0.8063,0.3,people
albopt,0.7373,0.3,people
albopt_pow2,0.6655,0.3,people
albopt_pow2_max_c,0.6894,0.3,people
random_sim,1.7942,0.3,people
greedy_sim,0.7444,0.3,people
albopt,1.1011,0.3,people
albopt_pow2,1.2202,0.3,people
albopt_pow2_max_c,1.2886,0.3,people
random_sim,1.4546,0.3,people
greedy_sim,1.2694,0.3,people
albopt,1.4392,0.3,people
albopt_pow2,1.1484,0.3,people
albopt_pow2_max_c,1.0589,0.3,people
random_sim,3.0584,0.3,people
greedy_sim,1.9406,0.3,people
albopt,0.7313,0.3,people
albopt_pow2,0.9716,0.3,people
albopt_pow2_max_c,0.9619,0.3,people
random_sim,0.7289,0.3,people
greedy_sim,0.8607,0.3,people
albopt,1.2079,0.3,people
albopt_pow2,1.1965,0.3,people
albopt_pow2_max_c,1.0298,0.3,people
random_sim,2.3516,0.3,people
greedy_sim,1.3048,0.3,people
albopt,1.1267,0.3,people
albopt_pow2,0.8936,0.3,people
albopt_pow2_max_c,1.226,0.3,people
random_sim,1.5384,0.3,people
greedy_sim,0.8703,0.3,people
albopt,1.2383,0.3,people
albopt_pow2,1.338,0.3,people
albopt_pow2_max_c,1.3561,0.3,people
random_sim,3.0568,0.3,people
greedy_sim,1.6564,0.3,people
albopt,0.7886,0.3,people
albopt_pow2,0.9912,0.3,people
albopt_pow2_max_c,1.1714,0.3,people
random_sim,0.8393,0.3,people
greedy_sim,0.8739,0.3,people
albopt,1.0106,0.3,people
albopt_pow2,0.897,0.3,people
albopt_pow2_max_c,0.7822,0.3,people
random_sim,2.1342,0.3,people
greedy_sim,1.1342,0.3,people
albopt,0.7606,0.3,people
albopt_pow2,0.6797,0.3,people
albopt_pow2_max_c,0.6878,0.3,people
random_sim,1.5795,0.3,people
greedy_sim,0.8745,0.3,people
albopt,1.6164,0.3,people
albopt_pow2,1.619,0.3,people
albopt_pow2_max_c,1.5156,0.3,people
random_sim,3.3197,0.3,people
greedy_sim,1.8815,0.3,people
albopt,1.162,0.3,people
albopt_pow2,1.3496,0.3,people
albopt_pow2_max_c,1.4646,0.3,people
random_sim,1.5948,0.3,people
greedy_sim,1.0164,0.3,people
albopt,1.3485,0.3,people
albopt_pow2,1.1129,0.3,people
albopt_pow2_max_c,1.1225,0.3,people
random_sim,1.4116,0.3,people
greedy_sim,1.2727,0.3,people
albopt,1.1135,0.3,people
albopt_pow2,1.3677,0.3,people
albopt_pow2_max_c,1.0691,0.3,people
random_sim,1.8402,0.3,people
greedy_sim,1.3924,0.3,people
albopt,0.6802,0.3,people
albopt_pow2,1.1636,0.3,people
albopt_pow2_max_c,1.307,0.3,people
random_sim,1.1349,0.3,people
greedy_sim,0.9147,0.3,people
albopt,1.0834,0.3,people
albopt_pow2,1.223,0.3,people
albopt_pow2_max_c,1.0724,0.3,people
random_sim,1.5099,0.3,people
greedy_sim,1.029,0.3,people
albopt,1.151,0.3,people
albopt_pow2,1.1392,0.3,people
albopt_pow2_max_c,1.0332,0.3,people
random_sim,1.8687,0.3,people
greedy_sim,1.5859,0.3,people
albopt,1.0842,0.3,people
albopt_pow2,1.5789,0.3,people
albopt_pow2_max_c,1.381,0.3,people
random_sim,4.2222,0.3,people
greedy_sim,1.469,0.3,people
albopt,1.9078,0.3,people
albopt_pow2,2.2417,0.3,people
albopt_pow2_max_c,1.7101,0.3,people
random_sim,1.2948,0.3,people
greedy_sim,2.3648,0.3,people
albopt,1.6897,0.3,people
albopt_pow2,1.278,0.3,people
albopt_pow2_max_c,1.023,0.3,people
random_sim,3.4155,0.3,people
greedy_sim,1.4287,0.3,people
albopt,1.4904,0.3,people
albopt_pow2,1.3191,0.3,people
albopt_pow2_max_c,1.45,0.3,people
random_sim,2.8199,0.3,people
greedy_sim,1.4203,0.3,people
albopt,1.4366,0.3,people
albopt_pow2,1.7376,0.3,people
albopt_pow2_max_c,1.9888,0.3,people
random_sim,2.6568,0.3,people
greedy_sim,1.6804,0.3,people
albopt,1.8557,0.3,people
albopt_pow2,1.4127,0.3,people
albopt_pow2_max_c,1.31,0.3,people
random_sim,1.3528,0.3,people
greedy_sim,1.5744,0.3,people
albopt,0.8433,0.3,people
albopt_pow2,0.8371,0.3,people
albopt_pow2_max_c,0.9723,0.3,people
random_sim,0.9982,0.3,people
greedy_sim,1.103,0.3,people
albopt,0.8975,0.3,people
albopt_pow2,1.0143,0.3,people
albopt_pow2_max_c,0.8892,0.3,people
random_sim,1.3387,0.3,people
greedy_sim,0.8053,0.3,people
albopt,1.7821,0.3,people
albopt_pow2,1.7798,0.3,people
albopt_pow2_max_c,1.6526,0.3,people
random_sim,6.9831,0.3,people
greedy_sim,1.7489,0.3,people
albopt,2.6539,0.3,people
albopt_pow2,2.887,0.3,people
albopt_pow2_max_c,2.63,0.3,people
random_sim,2.3162,0.3,people
greedy_sim,3.0648,0.3,people
albopt,1.07,0.3,people
albopt_pow2,1.074,0.3,people
albopt_pow2_max_c,0.8554,0.3,people
random_sim,1.9867,0.3,people
greedy_sim,1.2461,0.3,people
albopt,0.8427,0.3,people
albopt_pow2,1.1446,0.3,people
albopt_pow2_max_c,1.157,0.3,people
random_sim,1.2355,0.3,people
greedy_sim,1.1854,0.3,people
albopt,1.6102,0.3,people
albopt_pow2,1.5982,0.3,people
albopt_pow2_max_c,1.5456,0.3,people
random_sim,3.9237,0.3,people
greedy_sim,2.5028,0.3,people
albopt,0.8619,0.3,people
albopt_pow2,1.1706,0.3,people
albopt_pow2_max_c,1.2245,0.3,people
random_sim,1.0355,0.3,people
greedy_sim,1.2508,0.3,people
albopt,0.7765,0.3,people
albopt_pow2,0.6913,0.3,people
albopt_pow2_max_c,0.7375,0.3,people
random_sim,0.6851,0.3,people
greedy_sim,0.8059,0.3,people
albopt,1.1257,0.3,people
albopt_pow2,0.8382,0.3,people
albopt_pow2_max_c,1.0706,0.3,people
random_sim,2.245,0.3,people
greedy_sim,0.7544,0.3,people
albopt,2.3391,0.3,people
albopt_pow2,2.3226,0.3,people
albopt_pow2_max_c,2.6528,0.3,people
random_sim,2.5482,0.3,people
greedy_sim,2.1427,0.3,people
albopt,0.8766,0.3,people
albopt_pow2,0.7565,0.3,people
albopt_pow2_max_c,0.5662,0.3,people
random_sim,1.2551,0.3,people
greedy_sim,0.8384,0.3,people
albopt,0.7285,0.5,people
albopt_pow2,0.6797,0.5,people
albopt_pow2_max_c,0.5316,0.5,people
random_sim,0.8051,0.5,people
greedy_sim,0.797,0.5,people
albopt,0.7323,0.5,people
albopt_pow2,0.9993,0.5,people
albopt_pow2_max_c,1.1682,0.5,people
random_sim,1.1354,0.5,people
greedy_sim,0.8332,0.5,people
albopt,1.4597,0.5,people
albopt_pow2,1.3433,0.5,people
albopt_pow2_max_c,1.2658,0.5,people
random_sim,1.8944,0.5,people
greedy_sim,1.3279,0.5,people
albopt,0.896,0.5,people
albopt_pow2,0.955,0.5,people
albopt_pow2_max_c,0.9799,0.5,people
random_sim,0.7954,0.5,people
greedy_sim,0.8181,0.5,people
albopt,1.9285,0.5,people
albopt_pow2,2.0422,0.5,people
albopt_pow2_max_c,2.0802,0.5,people
random_sim,1.2795,0.5,people
greedy_sim,2.2406,0.5,people
albopt,1.1595,0.5,people
albopt_pow2,1.2654,0.5,people
albopt_pow2_max_c,1.0591,0.5,people
random_sim,1.5165,0.5,people
greedy_sim,1.191,0.5,people
albopt,0.7792,0.5,people
albopt_pow2,0.9081,0.5,people
albopt_pow2_max_c,0.9759,0.5,people
random_sim,1.1866,0.5,people
greedy_sim,0.9355,0.5,people
albopt,0.7633,0.5,people
albopt_pow2,1.0215,0.5,people
albopt_pow2_max_c,1.2677,0.5,people
random_sim,1.9096,0.5,people
greedy_sim,0.87,0.5,people
albopt,0.3947,0.5,people
albopt_pow2,0.5708,0.5,people
albopt_pow2_max_c,0.7432,0.5,people
random_sim,1.2659,0.5,people
greedy_sim,0.5096,0.5,people
albopt,0.8913,0.5,people
albopt_pow2,0.8096,0.5,people
albopt_pow2_max_c,0.7397,0.5,people
random_sim,1.4606,0.5,people
greedy_sim,0.8739,0.5,people
albopt,0.9017,0.5,people
albopt_pow2,1.3319,0.5,people
albopt_pow2_max_c,1.0714,0.5,people
random_sim,1.9754,0.5,people
greedy_sim,1.0438,0.5,people
albopt,1.6363,0.5,people
albopt_pow2,1.3838,0.5,people
albopt_pow2_max_c,1.4817,0.5,people
random_sim,1.9951,0.5,people
greedy_sim,1.7389,0.5,people
albopt,0.9879,0.5,people
albopt_pow2,0.972,0.5,people
albopt_pow2_max_c,0.8847,0.5,people
random_sim,2.9296,0.5,people
greedy_sim,1.4533,0.5,people
albopt,1.2506,0.5,people
albopt_pow2,1.3866,0.5,people
albopt_pow2_max_c,1.312,0.5,people
random_sim,1.5577,0.5,people
greedy_sim,1.1791,0.5,people
albopt,0.5039,0.5,people
albopt_pow2,0.6211,0.5,people
albopt_pow2_max_c,0.6731,0.5,people
random_sim,1.4027,0.5,people
greedy_sim,0.5593,0.5,people
albopt,0.6251,0.5,people
albopt_pow2,0.5599,0.5,people
albopt_pow2_max_c,0.8167,0.5,people
random_sim,1.4112,0.5,people
greedy_sim,0.7574,0.5,people
albopt,0.7522,0.5,people
albopt_pow2,0.8364,0.5,people
albopt_pow2_max_c,0.9467,0.5,people
random_sim,1.3084,0.5,people
greedy_sim,0.863,0.5,people
albopt,0.9544,0.5,people
albopt_pow2,0.9868,0.5,people
albopt_pow2_max_c,0.995,0.5,people
random_sim,3.0635,0.5,people
greedy_sim,0.967,0.5,people
albopt,0.9065,0.5,people
albopt_pow2,1.3444,0.5,people
albopt_pow2_max_c,1.2823,0.5,people
random_sim,1.534,0.5,people
greedy_sim,0.9387,0.5,people
albopt,0.584,0.5,people
albopt_pow2,0.6566,0.5,people
albopt_pow2_max_c,0.7402,0.5,people
random_sim,0.9795,0.5,people
greedy_sim,0.6576,0.5,people
albopt,1.5318,0.5,people
albopt_pow2,2.023,0.5,people
albopt_pow2_max_c,2.4469,0.5,people
random_sim,1.1661,0.5,people
greedy_sim,1.9632,0.5,people
albopt,0.7046,0.5,people
albopt_pow2,0.6195,0.5,people
albopt_pow2_max_c,0.7412,0.5,people
random_sim,1.4898,0.5,people
greedy_sim,0.529,0.5,people
albopt,0.9652,0.5,people
albopt_pow2,1.1758,0.5,people
albopt_pow2_max_c,1.0006,0.5,people
random_sim,2.2749,0.5,people
greedy_sim,1.3157,0.5,people
albopt,0.6022,0.5,people
albopt_pow2,0.5969,0.5,people
albopt_pow2_max_c,0.6563,0.5,people
random_sim,1.1976,0.5,people
greedy_sim,0.6267,0.5,people
albopt,0.4597,0.5,people
albopt_pow2,0.4448,0.5,people
albopt_pow2_max_c,0.4292,0.5,people
random_sim,2.1061,0.5,people
greedy_sim,0.504,0.5,people
albopt,0.3816,0.5,people
albopt_pow2,0.566,0.5,people
albopt_pow2_max_c,0.4966,0.5,people
random_sim,2.3484,0.5,people
greedy_sim,0.8217,0.5,people
albopt,0.8099,0.5,people
albopt_pow2,0.9765,0.5,people
albopt_pow2_max_c,1.0109,0.5,people
random_sim,1.1917,0.5,people
greedy_sim,1.3363,0.5,people
albopt,0.6649,0.5,people
albopt_pow2,0.691,0.5,people
albopt_pow2_max_c,0.6748,0.5,people
random_sim,1.2142,0.5,people
greedy_sim,0.5767,0.5,people
albopt,1.1418,0.5,people
albopt_pow2,1.312,0.5,people
albopt_pow2_max_c,1.3101,0.5,people
random_sim,1.6455,0.5,people
greedy_sim,1.4505,0.5,people
albopt,0.4255,0.5,people
albopt_pow2,0.593,0.5,people
albopt_pow2_max_c,0.5939,0.5,people
random_sim,0.361,0.5,people
greedy_sim,0.7615,0.5,people
albopt,0.9315,0.5,people
albopt_pow2,1.0256,0.5,people
albopt_pow2_max_c,0.9806,0.5,people
random_sim,1.1157,0.5,people
greedy_sim,1.0218,0.5,people
albopt,1.1956,0.5,people
albopt_pow2,1.4644,0.5,people
albopt_pow2_max_c,1.2209,0.5,people
random_sim,1.0796,0.5,people
greedy_sim,1.3347,0.5,people
albopt,0.4828,0.5,people
albopt_pow2,0.9462,0.5,people
albopt_pow2_max_c,0.9376,0.5,people
random_sim,2.143,0.5,people
greedy_sim,1.1569,0.5,people
albopt,0.6615,0.5,people
albopt_pow2,0.5153,0.5,people
albopt_pow2_max_c,0.5392,0.5,people
random_sim,1.2308,0.5,people
greedy_sim,0.6844,0.5,people
albopt,1.1351,0.5,people
albopt_pow2,0.8615,0.5,people
albopt_pow2_max_c,0.7396,0.5,people
random_sim,2.986,0.5,people
greedy_sim,1.0571,0.5,people
albopt,0.6842,0.5,people
albopt_pow2,0.5847,0.5,people
albopt_pow2_max_c,0.3814,0.5,people
random_sim,1.1482,0.5,people
greedy_sim,0.6882,0.5,people
albopt,1.1183,0.5,people
albopt_pow2,1.2075,0.5,people
albopt_pow2_max_c,1.2193,0.5,people
random_sim,1.3971,0.5,people
greedy_sim,1.6855,0.5,people
albopt,1.6035,0.5,people
albopt_pow2,2.2926,0.5,people
albopt_pow2_max_c,1.7289,0.5,people
random_sim,0.9261,0.5,people
greedy_sim,2.5503,0.5,people
albopt,1.311,0.5,people
albopt_pow2,1.4071,0.5,people
albopt_pow2_max_c,1.4278,0.5,people
random_sim,2.4345,0.5,people
greedy_sim,1.4902,0.5,people
albopt,0.6554,0.5,people
albopt_pow2,0.7857,0.5,people
albopt_pow2_max_c,0.7219,0.5,people
random_sim,0.6149,0.5,people
greedy_sim,0.839,0.5,people
albopt,0.392,0.5,people
albopt_pow2,0.5385,0.5,people
albopt_pow2_max_c,0.5311,0.5,people
random_sim,0.9308,0.5,people
greedy_sim,0.4154,0.5,people
albopt,0.9866,0.5,people
albopt_pow2,1.4797,0.5,people
albopt_pow2_max_c,1.1747,0.5,people
random_sim,1.0711,0.5,people
greedy_sim,1.1664,0.5,people
albopt,0.6577,0.5,people
albopt_pow2,0.7335,0.5,people
albopt_pow2_max_c,0.3972,0.5,people
random_sim,4.7569,0.5,people
greedy_sim,0.6201,0.5,people
albopt,1.0816,0.5,people
albopt_pow2,1.5606,0.5,people
albopt_pow2_max_c,1.3601,0.5,people
random_sim,1.3768,0.5,people
greedy_sim,1.5252,0.5,people
albopt,0.334,0.5,people
albopt_pow2,0.3781,0.5,people
albopt_pow2_max_c,0.5475,0.5,people
random_sim,1.3702,0.5,people
greedy_sim,0.466,0.5,people
albopt,1.8108,0.5,people
albopt_pow2,1.3203,0.5,people
albopt_pow2_max_c,1.3812,0.5,people
random_sim,3.7572,0.5,people
greedy_sim,1.5421,0.5,people
albopt,2.0713,0.5,people
albopt_pow2,2.5718,0.5,people
albopt_pow2_max_c,2.6034,0.5,people
random_sim,1.2314,0.5,people
greedy_sim,2.4951,0.5,people
albopt,0.4157,0.5,people
albopt_pow2,0.5791,0.5,people
albopt_pow2_max_c,0.564,0.5,people
random_sim,0.9089,0.5,people
greedy_sim,0.7332,0.5,people
albopt,0.8581,0.5,people
albopt_pow2,1.0067,0.5,people
albopt_pow2_max_c,1.2049,0.5,people
random_sim,2.8779,0.5,people
greedy_sim,1.3884,0.5,people
albopt,0.5252,0.5,people
albopt_pow2,0.6433,0.5,people
albopt_pow2_max_c,0.7691,0.5,people
random_sim,1.3951,0.5,people
greedy_sim,0.6816,0.5,people
albopt,1.2646,0.5,people
albopt_pow2,1.11,0.5,people
albopt_pow2_max_c,1.1328,0.5,people
random_sim,2.0798,0.5,people
greedy_sim,1.0725,0.5,people
albopt,0.5839,0.5,people
albopt_pow2,0.7781,0.5,people
albopt_pow2_max_c,0.6712,0.5,people
random_sim,1.2114,0.5,people
greedy_sim,0.799,0.5,people
albopt,0.8387,0.5,people
albopt_pow2,1.0231,0.5,people
albopt_pow2_max_c,1.2587,0.5,people
random_sim,1.3716,0.5,people
greedy_sim,1.4553,0.5,people
albopt,0.9581,0.5,people
albopt_pow2,0.9612,0.5,people
albopt_pow2_max_c,0.7547,0.5,people
random_sim,1.8125,0.5,people
greedy_sim,1.4354,0.5,people
albopt,0.9293,0.5,people
albopt_pow2,0.9374,0.5,people
albopt_pow2_max_c,1.0942,0.5,people
random_sim,1.2787,0.5,people
greedy_sim,0.9038,0.5,people
albopt,1.531,0.5,people
albopt_pow2,1.8767,0.5,people
albopt_pow2_max_c,1.6731,0.5,people
random_sim,1.72,0.5,people
greedy_sim,2.3108,0.5,people
albopt,0.5797,0.5,people
albopt_pow2,0.7685,0.5,people
albopt_pow2_max_c,0.7181,0.5,people
random_sim,1.1343,0.5,people
greedy_sim,0.5853,0.5,people
albopt,0.8291,0.5,people
albopt_pow2,1.0267,0.5,people
albopt_pow2_max_c,1.1169,0.5,people
random_sim,0.7467,0.5,people
greedy_sim,0.9256,0.5,people
albopt,1.0267,0.5,people
albopt_pow2,1.1751,0.5,people
albopt_pow2_max_c,1.3701,0.5,people
random_sim,1.0382,0.5,people
greedy_sim,1.3319,0.5,people
albopt,0.7516,0.5,people
albopt_pow2,0.9488,0.5,people
albopt_pow2_max_c,0.5085,0.5,people
random_sim,1.4761,0.5,people
greedy_sim,0.8694,0.5,people
albopt,0.9221,0.5,people
albopt_pow2,1.2524,0.5,people
albopt_pow2_max_c,0.9987,0.5,people
random_sim,1.2531,0.5,people
greedy_sim,1.3025,0.5,people
albopt,0.8883,0.5,people
albopt_pow2,1.202,0.5,people
albopt_pow2_max_c,0.9268,0.5,people
random_sim,1.8694,0.5,people
greedy_sim,1.2521,0.5,people
albopt,1.0652,0.5,people
albopt_pow2,0.8227,0.5,people
albopt_pow2_max_c,0.9237,0.5,people
random_sim,2.6333,0.5,people
greedy_sim,0.7976,0.5,people
albopt,0.485,0.5,people
albopt_pow2,0.6654,0.5,people
albopt_pow2_max_c,0.5866,0.5,people
random_sim,1.4531,0.5,people
greedy_sim,0.5733,0.5,people
albopt,0.7328,0.5,people
albopt_pow2,0.7172,0.5,people
albopt_pow2_max_c,0.7563,0.5,people
random_sim,1.9277,0.5,people
greedy_sim,0.7648,0.5,people
albopt,0.7069,0.5,people
albopt_pow2,1.0882,0.5,people
albopt_pow2_max_c,0.7829,0.5,people
random_sim,1.0631,0.5,people
greedy_sim,1.1317,0.5,people
albopt,0.6576,0.5,people
albopt_pow2,0.7643,0.5,people
albopt_pow2_max_c,0.7928,0.5,people
random_sim,0.9432,0.5,people
greedy_sim,0.9032,0.5,people
albopt,1.1243,0.5,people
albopt_pow2,1.2363,0.5,people
albopt_pow2_max_c,1.258,0.5,people
random_sim,2.1269,0.5,people
greedy_sim,1.3389,0.5,people
albopt,1.0874,0.5,people
albopt_pow2,1.2335,0.5,people
albopt_pow2_max_c,1.1991,0.5,people
random_sim,0.8962,0.5,people
greedy_sim,1.3516,0.5,people
albopt,1.0093,0.5,people
albopt_pow2,1.2739,0.5,people
albopt_pow2_max_c,1.2588,0.5,people
random_sim,0.7864,0.5,people
greedy_sim,1.2155,0.5,people
albopt,0.8735,0.5,people
albopt_pow2,0.8305,0.5,people
albopt_pow2_max_c,0.8464,0.5,people
random_sim,1.5081,0.5,people
greedy_sim,1.1811,0.5,people
albopt,0.9343,0.5,people
albopt_pow2,1.0339,0.5,people
albopt_pow2_max_c,1.0967,0.5,people
random_sim,1.3304,0.5,people
greedy_sim,1.0857,0.5,people
albopt,0.6825,0.5,people
albopt_pow2,0.8807,0.5,people
albopt_pow2_max_c,0.7776,0.5,people
random_sim,1.2548,0.5,people
greedy_sim,0.8533,0.5,people
albopt,0.488,0.5,people
albopt_pow2,0.6369,0.5,people
albopt_pow2_max_c,0.9357,0.5,people
random_sim,1.9301,0.5,people
greedy_sim,1.2299,0.5,people
albopt,1.158,0.5,people
albopt_pow2,1.4292,0.5,people
albopt_pow2_max_c,1.2664,0.5,people
random_sim,0.8839,0.5,people
greedy_sim,1.3068,0.5,people
albopt,0.7743,0.5,people
albopt_pow2,0.837,0.5,people
albopt_pow2_max_c,0.8694,0.5,people
random_sim,1.9745,0.5,people
greedy_sim,0.8121,0.5,people
albopt,0.8018,0.5,people
albopt_pow2,0.9322,0.5,people
albopt_pow2_max_c,1.0718,0.5,people
random_sim,0.7582,0.5,people
greedy_sim,1.3309,0.5,people
albopt,1.4529,0.5,people
albopt_pow2,1.5631,0.5,people
albopt_pow2_max_c,1.6972,0.5,people
random_sim,1.7549,0.5,people
greedy_sim,1.3258,0.5,people
albopt,0.8676,0.5,people
albopt_pow2,0.6764,0.5,people
albopt_pow2_max_c,0.6516,0.5,people
random_sim,2.055,0.5,people
greedy_sim,0.7259,0.5,people
albopt,1.0263,0.5,people
albopt_pow2,1.3028,0.5,people
albopt_pow2_max_c,1.5071,0.5,people
random_sim,1.9546,0.5,people
greedy_sim,1.2413,0.5,people
albopt,0.7229,0.5,people
albopt_pow2,0.8865,0.5,people
albopt_pow2_max_c,0.8594,0.5,people
random_sim,1.0377,0.5,people
greedy_sim,0.92,0.5,people
albopt,0.8678,0.5,people
albopt_pow2,0.7479,0.5,people
albopt_pow2_max_c,0.8744,0.5,people
random_sim,2.8064,0.5,people
greedy_sim,0.7981,0.5,people
albopt,0.5928,0.5,people
albopt_pow2,0.6079,0.5,people
albopt_pow2_max_c,0.6238,0.5,people
random_sim,1.4851,0.5,people
greedy_sim,0.8225,0.5,people
albopt,0.9191,0.5,people
albopt_pow2,1.0161,0.5,people
albopt_pow2_max_c,1.0876,0.5,people
random_sim,1.7133,0.5,people
greedy_sim,0.8926,0.5,people
albopt,0.777,0.5,people
albopt_pow2,0.9726,0.5,people
albopt_pow2_max_c,0.9739,0.5,people
random_sim,3.6985,0.5,people
greedy_sim,0.9056,0.5,people
albopt,0.9496,0.5,people
albopt_pow2,1.1541,0.5,people
albopt_pow2_max_c,1.5936,0.5,people
random_sim,1.9651,0.5,people
greedy_sim,1.2011,0.5,people
albopt,0.4956,0.5,people
albopt_pow2,0.2692,0.5,people
albopt_pow2_max_c,0.4033,0.5,people
random_sim,1.8936,0.5,people
greedy_sim,0.3942,0.5,people
albopt,1.482,0.5,people
albopt_pow2,1.9424,0.5,people
albopt_pow2_max_c,2.02,0.5,people
random_sim,2.799,0.5,people
greedy_sim,2.0163,0.5,people
albopt,1.1028,0.5,people
albopt_pow2,1.4404,0.5,people
albopt_pow2_max_c,1.4887,0.5,people
random_sim,1.1061,0.5,people
greedy_sim,1.4013,0.5,people
albopt,1.5758,0.5,people
albopt_pow2,1.8669,0.5,people
albopt_pow2_max_c,1.9514,0.5,people
random_sim,3.2629,0.5,people
greedy_sim,2.4834,0.5,people
albopt,1.5901,0.5,people
albopt_pow2,1.6311,0.5,people
albopt_pow2_max_c,1.9286,0.5,people
random_sim,1.9059,0.5,people
greedy_sim,1.6319,0.5,people
albopt,1.3845,0.5,people
albopt_pow2,1.1184,0.5,people
albopt_pow2_max_c,1.028,0.5,people
random_sim,4.3853,0.5,people
greedy_sim,1.2659,0.5,people
albopt,1.0889,0.5,people
albopt_pow2,1.0855,0.5,people
albopt_pow2_max_c,1.037,0.5,people
random_sim,1.8642,0.5,people
greedy_sim,1.3973,0.5,people
albopt,0.4679,0.5,people
albopt_pow2,0.6121,0.5,people
albopt_pow2_max_c,0.63,0.5,people
random_sim,1.7338,0.5,people
greedy_sim,0.68,0.5,people
albopt,0.9052,0.5,people
albopt_pow2,1.0761,0.5,people
albopt_pow2_max_c,1.1066,0.5,people
random_sim,1.935,0.5,people
greedy_sim,1.1194,0.5,people
albopt,0.5424,0.5,people
albopt_pow2,0.6042,0.5,people
albopt_pow2_max_c,0.5029,0.5,people
random_sim,2.6955,0.5,people
greedy_sim,0.5296,0.5,people
albopt,0.5259,0.5,people
albopt_pow2,0.7002,0.5,people
albopt_pow2_max_c,0.6917,0.5,people
random_sim,1.6529,0.5,people
greedy_sim,0.5461,0.5,people
albopt,1.2685,0.5,people
albopt_pow2,1.0273,0.5,people
albopt_pow2_max_c,0.9704,0.5,people
random_sim,3.0965,0.5,people
greedy_sim,1.5405,0.5,people
albopt,1.1091,0.5,people
albopt_pow2,1.2702,0.5,people
albopt_pow2_max_c,1.1453,0.5,people
random_sim,2.9947,0.5,people
greedy_sim,1.3417,0.5,people
albopt,0.5078,0.5,people
albopt_pow2,0.6023,0.5,people
albopt_pow2_max_c,0.7074,0.5,people
random_sim,1.5693,0.5,people
greedy_sim,0.6668,0.5,people
albopt,0.6446,1.0,people
albopt_pow2,0.9157,1.0,people
albopt_pow2_max_c,1.2946,1.0,people
random_sim,2.2223,1.0,people
greedy_sim,1.0581,1.0,people
albopt,0.7686,1.0,people
albopt_pow2,1.0644,1.0,people
albopt_pow2_max_c,1.0376,1.0,people
random_sim,1.0414,1.0,people
greedy_sim,0.8944,1.0,people
albopt,0.5633,1.0,people
albopt_pow2,0.686,1.0,people
albopt_pow2_max_c,0.7965,1.0,people
random_sim,1.202,1.0,people
greedy_sim,0.6962,1.0,people
albopt,1.096,1.0,people
